age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
30,6,1,1,1,10,0,1,2,18,1,658,2,-1,0,0,1
52,1,0,1,1,1405,1,0,2,17,1,753,2,-1,0,0,1
49,1,0,0,1,128,1,1,2,12,5,696,2,-1,0,0,1
47,6,0,1,1,3676,1,1,2,18,8,567,1,95,3,3,1
35,7,2,3,1,-292,0,1,2,18,0,166,2,272,6,1,0
34,7,2,3,1,417,0,1,2,5,5,270,1,174,15,1,1
38,7,0,3,1,613,1,1,2,3,6,239,1,-1,0,0,1
27,1,0,0,0,-588,1,1,0,13,0,531,2,-1,0,0,0
56,4,1,1,1,179,1,1,2,18,1,536,1,-1,0,0,1
47,1,0,0,1,292,1,0,1,28,1,210,3,-1,0,0,0
30,7,2,3,1,162,0,1,0,20,0,186,4,-1,0,0,0
45,6,0,1,1,967,1,1,0,9,4,63,1,-1,0,0,0
38,6,0,1,1,0,0,0,2,17,7,547,2,-1,0,0,1
53,1,0,1,1,974,0,1,0,26,0,197,2,-1,0,0,0
55,10,0,3,1,357,0,1,2,11,5,526,1,103,1,1,0
45,4,0,1,1,0,0,1,2,7,11,344,1,-1,0,0,1
28,6,0,3,1,174,0,0,2,11,6,56,1,184,2,1,0
22,11,2,1,1,107,1,1,2,14,7,125,1,-1,0,0,1
47,6,0,2,1,66,1,1,2,7,5,358,1,-1,0,0,1
27,6,2,3,1,1993,0,1,2,5,0,102,5,-1,0,0,0
40,3,0,1,1,-192,0,1,2,11,0,666,1,-1,0,0,1
30,4,2,1,1,1165,1,1,2,4,4,204,2,183,3,3,1
48,1,0,1,1,1730,0,1,2,4,6,489,1,178,2,1,1
32,7,0,3,1,0,1,1,2,29,5,183,2,-1,0,0,0
41,1,1,0,1,138,0,1,2,18,1,640,3,-1,0,0,1
43,1,2,1,1,318,0,1,0,5,4,736,2,-1,0,0,1
31,6,2,1,1,622,1,1,2,18,1,420,1,-1,0,0,1
38,4,2,1,1,145,0,1,0,27,0,109,2,-1,0,0,0
29,7,2,3,1,54,0,0,0,26,0,257,3,-1,0,0,0
38,1,0,0,1,467,0,1,0,16,0,379,1,-1,0,0,0
33,1,0,1,1,263,0,1,0,21,0,206,3,-1,0,0,0
32,5,1,3,1,3271,1,1,2,4,0,949,3,-1,0,0,1
40,8,0,1,1,1289,1,1,2,26,0,260,2,-1,0,0,0
32,0,0,3,1,598,1,1,2,18,5,135,6,-1,0,0,0
64,10,0,1,1,3189,1,1,1,15,4,208,1,-1,0,0,1
23,3,2,1,1,870,1,1,2,6,1,316,4,-1,0,0,1
38,1,2,1,1,0,1,1,2,27,8,297,1,75,3,1,1
49,3,0,1,1,653,1,1,2,11,5,317,2,-1,0,0,0
28,1,2,0,1,442,1,1,2,30,2,157,2,-1,0,0,0
49,7,1,3,1,348,1,1,2,30,8,125,1,-1,0,0,1
46,8,0,1,1,2551,1,1,2,12,5,645,2,-1,0,0,1
46,2,0,1,1,38,1,1,2,27,0,181,3,183,1,3,1
51,1,0,2,1,0,0,1,1,7,0,10,4,-1,0,0,0
55,1,0,0,1,781,0,1,2,3,6,112,3,270,2,1,0
55,6,0,1,1,602,1,1,2,1,4,324,3,90,2,3,1
32,7,0,3,1,81,0,1,2,17,3,120,1,-1,0,0,0
38,3,0,1,1,133,0,1,0,27,0,267,1,-1,0,0,0
41,1,2,1,0,1085,0,0,2,7,1,599,1,-1,0,0,1
40,4,1,3,1,1871,0,1,2,17,3,64,1,-1,0,0,0
41,7,0,1,1,280,0,1,2,27,6,87,2,-1,0,0,1
34,1,0,1,1,634,1,0,2,12,0,737,3,-1,0,0,1
33,7,2,3,1,349,1,1,2,22,5,182,1,-1,0,0,0
48,2,0,1,1,513,1,0,2,28,1,939,3,-1,0,0,1
41,4,0,3,1,1517,1,1,2,8,5,193,3,-1,0,0,1
44,6,1,1,1,21,0,1,2,13,7,681,3,-1,0,0,0
38,3,2,1,1,2253,0,1,2,13,0,937,3,-1,0,0,1
33,5,2,3,1,562,0,0,2,6,7,196,1,363,1,1,1
38,4,2,3,1,69,0,1,2,13,0,253,3,-1,0,0,0
45,3,2,1,1,482,0,0,0,30,0,637,2,-1,0,0,0
37,5,0,1,1,1633,1,1,2,7,1,629,2,-1,0,0,1
28,6,1,1,1,-504,0,0,2,14,0,578,1,-1,0,0,1
28,7,2,3,1,187,1,1,2,10,9,255,1,93,2,3,1
44,1,0,1,1,3060,0,1,2,20,7,87,2,151,3,1,0
33,1,0,0,1,5,0,1,2,17,7,1007,2,-1,0,0,1
32,4,2,3,1,3818,1,1,2,18,5,100,4,-1,0,0,0
39,1,1,1,1,33,1,1,2,29,2,593,4,-1,0,0,0
30,3,2,3,1,803,1,1,2,30,7,243,1,-1,0,0,0
27,4,2,1,1,740,0,1,2,5,0,294,1,-1,0,0,0
48,4,1,3,1,83,1,0,2,19,5,243,6,-1,0,0,0
24,7,0,2,1,448,1,1,2,14,7,324,1,-1,0,0,1
35,8,2,1,1,295,1,1,0,17,10,473,1,-1,0,0,1
47,7,0,3,1,3663,1,1,2,30,10,364,3,-1,0,0,1
30,7,2,3,1,697,1,1,2,29,8,215,3,80,5,3,1
34,6,0,1,1,2374,0,1,2,9,3,161,1,209,2,1,1
27,1,2,1,1,137,1,0,2,25,1,359,1,-1,0,0,0
49,4,1,1,1,972,1,1,2,16,3,104,3,175,2,1,0
48,4,0,1,1,197,1,0,2,3,6,47,2,222,3,2,0
31,4,2,3,1,23,1,1,2,25,5,121,3,-1,0,0,0
52,7,0,1,1,335,1,1,2,21,8,411,1,182,1,1,1
52,4,0,1,1,475,0,1,2,28,1,121,3,-1,0,0,0
53,7,0,3,1,1356,0,1,2,5,5,397,2,93,2,1,0
36,7,2,3,1,2163,1,1,2,5,4,317,1,-1,0,0,0
32,4,0,1,1,348,0,1,2,17,1,926,1,-1,0,0,1
33,3,0,1,1,70,0,1,2,21,1,333,3,-1,0,0,0
30,4,2,1,1,3096,0,1,2,11,5,272,4,-1,0,0,0
27,7,2,1,1,116,0,1,2,6,6,138,2,-1,0,0,0
46,7,1,3,1,624,1,1,2,17,9,336,2,183,2,3,1
55,1,2,3,1,325,0,1,0,8,0,693,1,-1,0,0,0
30,4,1,3,1,317,0,1,2,25,1,67,5,-1,0,0,0
26,1,0,1,1,895,0,1,2,4,6,820,3,-1,0,0,0
51,1,0,0,1,129,0,1,2,15,0,611,2,-1,0,0,1
27,11,2,1,1,279,1,1,2,12,8,323,1,-1,0,0,1
70,10,0,1,1,2064,1,1,2,22,8,334,1,-1,0,0,0
42,10,0,0,1,0,0,1,0,8,0,186,2,-1,0,0,0
34,4,2,1,1,179,1,1,2,19,5,294,3,-1,0,0,0
32,1,2,1,1,811,0,1,2,14,0,563,1,-1,0,0,1
37,7,0,3,1,620,0,1,2,17,3,93,3,-1,0,0,0
39,4,0,1,1,116,1,1,2,22,0,554,2,-1,0,0,1
60,10,0,1,1,2060,1,1,2,26,10,454,1,88,3,2,0
46,4,0,2,1,3308,1,1,2,27,8,171,1,91,2,3,1
46,6,2,1,1,849,0,1,0,5,4,508,2,-1,0,0,1
29,4,0,1,1,428,1,1,2,14,1,131,4,-1,0,0,0
38,3,0,1,1,1970,0,1,2,30,7,701,1,176,1,3,1
66,2,0,0,1,40,1,1,1,14,8,290,2,-1,0,0,1
58,0,0,1,1,496,1,1,2,22,7,132,1,-1,0,0,1
30,1,2,1,1,2145,0,1,2,18,0,727,2,-1,0,0,1
32,3,2,1,1,1168,0,1,2,16,3,411,1,-1,0,0,1
54,4,2,1,1,224,1,1,2,5,5,134,2,-1,0,0,0
32,3,2,1,1,2459,0,0,0,23,0,162,1,-1,0,0,0
39,3,0,0,1,324,0,1,2,8,0,340,2,312,4,1,0
61,10,0,2,1,-492,1,0,0,4,1,333,1,-1,0,0,0
39,3,1,1,1,282,0,1,2,17,1,243,1,-1,0,0,0
47,7,0,3,1,1057,1,1,2,4,5,488,2,-1,0,0,0
45,7,1,3,1,2406,1,1,2,8,5,248,2,-1,0,0,0
29,7,2,3,1,499,0,1,2,15,0,338,1,-1,0,0,0
37,7,2,3,1,876,0,1,2,15,7,140,4,327,2,1,0
29,8,2,3,1,7,1,1,2,6,0,51,1,179,1,1,0
39,2,0,1,1,1444,1,1,2,19,3,100,1,117,8,3,0
27,3,2,1,1,246,1,1,2,17,4,453,2,-1,0,0,1
33,6,0,1,1,51,0,0,2,25,8,253,1,284,3,3,1
29,1,0,1,1,1,0,1,0,6,0,215,1,-1,0,0,0
33,8,0,1,1,-144,1,1,2,30,1,481,3,-1,0,0,1
41,4,1,1,1,4047,0,1,2,18,6,343,1,-1,0,0,1
31,7,2,3,1,-201,0,1,2,22,5,81,4,-1,0,0,0
30,1,0,1,1,378,0,1,2,14,0,566,2,-1,0,0,1
61,10,0,1,1,1853,1,1,1,10,5,520,1,181,2,3,1
48,1,0,1,1,1730,0,1,2,4,0,361,1,89,3,3,1
29,4,2,1,1,674,1,1,2,17,7,170,5,-1,0,0,1
61,2,0,0,1,2580,1,1,2,16,9,270,3,202,7,2,1
27,7,2,3,1,574,0,1,2,18,0,196,3,-1,0,0,0
39,6,1,1,1,728,0,0,2,18,8,222,1,-1,0,0,1
55,7,1,3,1,2383,1,1,2,3,4,591,2,-1,0,0,1
25,6,2,1,1,122,0,1,2,7,0,481,2,-1,0,0,1
33,4,1,3,1,0,0,1,2,2,4,72,1,-1,0,0,0
45,7,0,0,1,321,0,1,2,30,1,918,4,-1,0,0,0
31,1,2,1,1,573,0,1,1,5,6,58,1,269,2,1,0
39,7,0,1,1,517,0,1,2,18,3,387,3,196,2,1,0
30,1,2,0,1,253,0,1,2,5,0,259,1,-1,0,0,1
32,6,2,1,1,45,0,0,2,14,0,908,3,344,7,2,0
42,1,1,0,1,213,0,1,2,7,1,434,3,-1,0,0,1
30,1,2,1,1,-390,0,1,2,5,0,275,1,-1,0,0,0
33,4,2,3,1,68,1,1,2,14,5,96,2,-1,0,0,0
31,5,0,1,1,157,0,1,0,19,0,285,1,-1,0,0,0
28,7,2,3,1,4013,0,1,0,4,4,386,1,-1,0,0,0
31,6,0,1,1,0,0,0,2,18,3,79,3,-1,0,0,0
51,7,0,3,1,0,0,0,0,29,0,410,5,-1,0,0,0
54,4,2,1,1,198,0,0,2,17,3,120,1,171,2,1,0
39,6,1,1,1,19,0,1,2,2,1,503,2,147,5,3,1
43,3,2,1,1,550,0,1,2,13,0,107,2,-1,0,0,0
58,7,1,3,1,372,1,0,0,29,8,11,1,-1,0,0,1
38,7,0,3,1,1187,0,0,2,2,6,157,1,-1,0,0,0
44,4,0,1,1,945,0,1,2,4,5,190,1,-1,0,0,0
61,7,0,2,1,264,1,1,1,29,1,270,1,178,1,3,1
42,4,1,1,1,1533,1,0,2,5,5,86,1,-1,0,0,0
42,0,0,1,1,1002,1,1,0,20,4,109,3,-1,0,0,0
47,4,1,2,1,442,0,1,2,11,0,85,1,-1,0,0,0
35,10,2,0,1,434,1,1,0,5,0,138,1,-1,0,0,0
57,10,0,1,1,466,1,1,2,5,5,641,2,-1,0,0,1
47,1,0,1,1,581,0,1,2,26,5,79,6,-1,0,0,0
34,1,0,0,1,503,0,1,0,26,0,120,2,-1,0,0,0
42,4,0,1,1,1865,0,1,0,15,0,164,1,-1,0,0,0
50,8,1,2,1,1088,1,1,2,2,6,749,1,-1,0,0,1
47,1,0,1,1,820,1,1,2,19,8,98,1,-1,0,0,1
46,6,2,3,1,2889,0,1,2,5,0,494,1,-1,0,0,1
27,11,2,3,1,24,0,1,2,2,6,344,2,-1,0,0,0
41,7,0,3,1,-556,0,0,0,26,0,127,3,-1,0,0,0
50,8,2,1,1,588,1,1,2,31,1,649,3,-1,0,0,0
28,11,2,3,1,221,0,1,2,15,0,176,1,-1,0,0,0
56,7,0,3,1,2333,1,1,2,4,0,244,1,-1,0,0,1
30,7,2,3,1,536,1,1,2,2,1,309,1,-1,0,0,1
30,1,0,1,1,194,0,1,2,8,0,475,3,-1,0,0,0
60,10,0,1,1,975,1,1,2,16,9,303,1,792,1,1,1
51,7,1,3,1,93,0,0,2,6,0,221,1,-1,0,0,0
32,7,2,3,1,935,1,1,2,9,3,165,1,91,7,3,1
51,8,0,1,1,1416,1,1,2,9,9,345,1,-1,0,0,1
29,7,0,3,1,247,1,1,2,16,9,143,2,587,3,1,1
32,6,0,1,1,0,1,1,0,23,0,206,3,-1,0,0,0
52,10,0,2,1,293,1,1,0,11,4,706,1,-1,0,0,1
37,6,2,1,1,192,0,1,0,23,0,105,2,-1,0,0,0
41,3,0,1,1,241,0,0,0,4,4,144,1,-1,0,0,0
60,10,0,3,1,2196,1,1,2,15,4,318,3,-1,0,0,0
24,1,2,1,1,833,0,1,2,15,0,956,1,-1,0,0,1
50,0,1,3,1,816,1,1,2,19,3,630,1,-1,0,0,0
40,3,0,1,1,3164,0,1,2,3,7,329,2,-1,0,0,0
33,1,1,1,1,3546,0,1,0,23,0,777,2,-1,0,0,1
45,6,0,1,1,205,1,1,2,4,0,552,1,90,2,3,1
26,4,2,1,1,2002,1,1,2,29,2,146,1,-1,0,0,1
37,1,0,1,1,-4,0,0,0,29,0,381,1,-1,0,0,0
23,11,2,1,1,922,1,1,2,28,0,538,2,184,9,1,1
42,4,0,1,1,473,0,1,2,7,1,216,5,-1,0,0,0
42,7,0,3,1,1823,0,1,0,13,0,31,1,-1,0,0,0
19,11,2,2,1,60,1,1,2,14,5,253,1,-1,0,0,0
46,6,2,1,1,1544,0,1,0,29,0,609,1,-1,0,0,0
24,7,2,3,1,1030,1,1,2,4,10,396,2,-1,0,0,1
37,6,0,1,1,96,1,1,2,5,6,102,1,182,3,3,0
28,6,2,1,1,136,1,1,2,16,4,355,1,-1,0,0,1
31,7,0,3,1,1230,0,1,0,27,0,290,4,-1,0,0,0
51,1,0,1,1,984,0,1,1,7,7,353,4,-1,0,0,0
32,6,0,3,1,653,1,1,2,2,4,84,1,-1,0,0,1
41,1,0,1,1,338,0,1,0,14,0,87,1,-1,0,0,0
31,5,0,3,1,322,0,1,0,8,0,159,1,-1,0,0,0
40,4,2,3,1,47,0,1,2,5,0,159,1,365,1,1,0
56,1,0,1,1,448,0,0,2,17,0,556,1,181,2,2,1
42,8,1,1,1,1713,0,1,0,30,0,855,2,-1,0,0,1
51,2,0,2,1,2337,0,1,2,27,0,133,2,41,5,3,0
49,1,0,3,1,1784,1,1,0,12,4,753,1,-1,0,0,0
53,7,0,2,1,2240,0,1,2,2,4,282,2,385,1,3,1
37,0,0,3,1,1649,1,0,2,1,1,140,3,-1,0,0,1
45,6,0,1,1,524,0,1,2,23,1,808,1,-1,0,0,1
32,6,2,1,1,471,1,0,2,2,7,243,3,-1,0,0,1
47,1,0,1,1,3696,0,1,2,19,3,635,3,170,2,1,0
52,10,1,3,1,3687,0,0,0,16,4,741,4,-1,0,0,1
34,0,0,3,1,146,0,1,2,14,1,788,2,-1,0,0,1
57,0,0,1,1,1179,1,1,2,19,5,189,2,-1,0,0,0
25,7,2,3,1,362,1,1,2,3,4,617,2,-1,0,0,1
44,7,0,3,1,284,0,0,2,10,1,109,5,-1,0,0,0
32,1,0,0,1,-454,0,0,2,18,0,801,5,355,2,1,1
32,1,0,1,1,889,0,1,2,10,9,185,1,99,5,3,1
35,1,0,1,1,911,0,1,2,20,3,434,2,181,5,2,0
33,7,1,3,1,2240,1,1,2,3,4,198,1,-1,0,0,1
30,6,2,1,1,914,0,1,2,28,8,524,3,272,1,1,1
44,7,0,3,1,226,0,1,2,14,5,190,3,270,3,1,1
49,1,0,1,1,1219,0,1,2,26,5,168,5,-1,0,0,0
32,7,2,3,1,124,1,1,2,4,6,87,2,-1,0,0,0
55,2,0,0,1,1537,1,1,0,19,4,359,1,-1,0,0,0
47,7,2,3,1,334,0,1,2,26,10,360,1,326,8,1,1
40,3,0,1,1,181,0,1,0,16,0,370,1,-1,0,0,0
65,10,0,1,1,2326,1,0,2,21,5,276,1,-1,0,0,1
36,7,0,3,1,630,1,1,2,2,6,285,1,-1,0,0,1
32,7,2,3,1,0,1,1,2,22,5,360,2,-1,0,0,0
33,1,2,0,1,777,1,1,2,7,1,263,1,-1,0,0,0
59,10,0,1,1,434,0,1,0,12,0,63,3,-1,0,0,0
46,6,0,1,1,526,1,0,2,31,1,251,3,-1,0,0,0
62,5,1,3,1,6,0,1,2,13,8,216,1,183,4,3,1
26,3,2,0,1,179,0,0,2,28,1,333,4,-1,0,0,0
60,1,0,1,1,0,1,0,0,5,4,124,1,-1,0,0,0
39,6,0,1,1,1757,1,1,1,28,8,125,1,-1,0,0,1
58,10,0,0,1,269,0,1,0,16,0,38,2,-1,0,0,0
33,8,2,1,1,2066,1,0,2,9,9,305,1,749,2,1,1
43,7,1,3,1,9,0,1,2,26,5,89,5,401,1,1,0
30,1,2,1,1,80,0,0,2,5,0,145,1,337,4,1,0
36,1,2,1,1,0,1,1,0,19,4,238,1,-1,0,0,0
34,3,1,1,1,0,0,0,0,20,0,203,1,-1,0,0,0
41,5,0,1,1,1,1,1,2,19,5,55,4,-1,0,0,0
46,4,0,1,1,4023,0,1,2,7,5,131,2,-1,0,0,0
32,4,2,3,1,1212,0,1,0,23,0,463,2,-1,0,0,0
49,6,0,1,1,2501,0,1,0,30,0,50,2,-1,0,0,0
28,6,2,1,1,460,0,1,0,26,0,741,6,-1,0,0,1
58,2,1,1,1,0,1,1,2,2,1,478,2,-1,0,0,1
45,6,0,1,1,149,0,1,0,23,0,893,3,-1,0,0,1
29,7,0,3,1,1441,0,1,2,4,6,80,2,-1,0,0,1
42,0,0,0,1,558,0,1,2,6,0,186,2,-1,0,0,0
36,3,1,1,1,223,0,0,2,11,0,80,1,-1,0,0,0
55,1,1,0,1,410,1,0,2,11,1,221,2,-1,0,0,0
44,2,0,1,1,192,1,1,0,11,4,232,2,-1,0,0,0
58,5,0,3,1,327,1,0,2,14,1,145,2,-1,0,0,0
29,1,2,1,1,415,1,0,2,28,2,161,1,-1,0,0,0
29,3,0,1,1,363,0,1,2,15,0,164,1,-1,0,0,0
21,11,2,1,1,123,1,1,1,12,5,449,1,-1,0,0,1
43,6,0,1,1,323,0,0,2,12,0,43,3,369,2,1,0
40,7,2,3,1,3840,0,1,2,24,9,232,2,409,2,3,1
35,7,2,3,1,2707,1,1,2,5,6,699,1,-1,0,0,1
35,4,2,1,1,1693,0,1,2,26,0,58,1,105,1,3,0
31,0,2,3,1,734,0,1,2,7,0,295,1,168,4,2,0
54,3,1,1,1,0,1,1,2,1,4,174,1,81,2,3,1
57,7,1,3,1,3287,1,1,2,30,10,277,2,337,1,3,1
50,2,2,1,1,799,1,1,1,28,2,63,1,-1,0,0,0
57,7,0,3,1,830,0,0,2,8,0,662,1,367,1,3,1
33,8,2,1,1,682,1,1,2,5,6,251,1,-1,0,0,0
53,7,0,3,1,-601,0,1,0,30,0,509,2,-1,0,0,0
55,1,0,1,1,2059,0,1,2,11,0,149,1,259,4,1,0
32,0,1,1,1,-934,0,1,2,18,3,50,1,-1,0,0,0
33,4,0,1,1,0,1,1,2,13,5,78,2,-1,0,0,0
28,6,0,1,1,330,1,1,2,2,4,226,2,182,4,3,1
66,10,0,3,1,1948,1,1,2,28,2,216,1,91,4,3,1
26,5,2,1,1,551,1,1,2,8,1,531,1,-1,0,0,1
29,4,2,1,1,316,0,1,2,3,10,156,1,-1,0,0,1
41,1,0,1,1,2157,0,1,0,14,0,154,2,-1,0,0,0
33,6,2,1,1,5,0,1,2,15,0,934,2,368,2,1,1
34,7,0,3,1,676,1,1,1,11,3,486,1,-1,0,0,1
26,6,0,1,1,714,0,1,0,28,0,183,1,-1,0,0,0
29,3,2,1,1,1934,1,1,2,29,9,271,1,-1,0,0,1
47,4,0,1,1,2480,1,1,2,6,5,763,2,-1,0,0,1
50,7,0,1,1,2910,1,1,1,29,1,790,1,-1,0,0,0
39,7,0,3,1,1425,0,1,2,12,0,775,3,-1,0,0,1
37,4,0,3,1,247,1,1,2,20,5,625,6,-1,0,0,1
32,4,0,1,1,473,1,0,2,7,0,292,3,-1,0,0,1
32,4,2,3,1,2684,0,1,2,18,0,542,2,-1,0,0,1
35,7,0,3,1,2682,0,1,2,9,1,156,1,-1,0,0,0
52,7,0,2,1,2240,0,1,0,13,0,845,1,-1,0,0,1
36,7,0,3,1,2161,1,1,2,8,9,708,2,183,5,3,1
38,0,0,1,1,-272,1,0,0,17,4,143,2,-1,0,0,0
53,6,0,1,1,1796,1,1,1,15,11,476,1,193,1,1,1
38,7,0,2,1,3576,1,1,2,25,3,349,2,183,1,3,1
35,1,0,1,1,262,1,1,2,15,9,331,1,75,6,1,1
42,4,2,1,1,541,0,1,2,5,6,656,1,-1,0,0,1
22,11,2,2,1,1,1,1,1,15,4,263,4,-1,0,0,0
46,1,0,1,1,-396,1,0,2,4,5,115,1,-1,0,0,0
36,8,0,1,1,1766,1,1,0,11,4,595,2,-1,0,0,1
52,5,0,3,1,2289,0,0,2,21,3,81,1,-1,0,0,0
57,7,0,1,1,2155,1,0,2,10,3,144,3,91,2,1,1
66,10,0,1,1,203,1,1,2,18,2,353,1,195,1,3,1
58,2,0,3,1,497,1,1,0,11,4,138,5,-1,0,0,0
47,2,0,0,1,0,0,1,1,24,1,193,1,-1,0,0,0
33,0,0,3,1,114,1,0,2,28,1,57,3,-1,0,0,0
38,6,2,1,1,3239,1,1,0,5,4,817,2,-1,0,0,1
36,4,0,1,1,432,0,0,0,4,5,94,1,-1,0,0,0
58,0,0,3,1,2920,0,1,0,9,4,136,1,-1,0,0,0
62,7,0,3,1,3371,1,1,2,25,10,187,1,178,2,3,1
39,1,0,1,1,1756,0,1,2,3,7,939,1,-1,0,0,1
48,8,0,1,1,817,1,1,2,16,1,806,3,183,5,3,1
49,7,0,1,1,249,1,1,1,6,3,234,1,-1,0,0,1
37,5,0,1,1,3396,1,1,2,18,5,69,6,-1,0,0,0
46,1,2,0,1,96,0,1,2,19,3,217,1,-1,0,0,0
35,7,2,3,1,62,0,1,2,20,7,213,3,-1,0,0,1
37,1,0,1,1,740,0,1,2,7,0,434,3,342,2,1,0
30,7,0,3,1,944,1,1,2,29,8,251,2,-1,0,0,1
41,7,0,1,1,3096,0,1,2,24,1,273,6,-1,0,0,0
48,4,2,1,1,479,1,1,0,20,0,148,5,-1,0,0,0
59,1,0,1,1,0,0,1,0,20,0,217,4,-1,0,0,0
34,4,0,3,1,149,1,1,2,22,5,739,2,-1,0,0,1
54,7,0,3,1,0,1,0,2,19,3,307,3,-1,0,0,0
23,4,2,3,1,1129,0,1,0,28,0,806,1,-1,0,0,1
30,3,0,1,1,699,0,1,0,29,0,544,1,-1,0,0,0
24,1,2,1,1,327,0,1,0,28,0,333,2,-1,0,0,0
46,1,0,1,1,1723,1,1,2,17,4,176,2,52,7,1,1
59,10,1,1,1,514,1,1,2,4,0,673,6,90,1,3,1
32,1,1,1,1,880,0,0,0,4,4,112,1,-1,0,0,0
31,1,2,1,1,239,0,1,2,18,0,666,1,360,1,3,1
45,6,0,1,1,0,1,1,2,14,5,113,2,-1,0,0,0
27,3,2,1,1,795,1,1,2,6,6,101,3,-1,0,0,0
36,7,0,3,1,0,0,1,1,23,8,140,1,143,3,1,1
31,6,2,1,1,554,0,1,2,5,6,94,1,-1,0,0,0
36,3,2,2,1,281,0,1,0,16,0,515,1,-1,0,0,1
71,10,0,3,1,2887,1,1,2,30,4,128,1,-1,0,0,1
28,4,0,1,1,880,0,1,0,26,0,188,1,-1,0,0,0
27,8,2,0,1,93,1,1,0,11,8,4,1,-1,0,0,0
44,7,0,3,1,58,0,1,2,14,1,72,3,-1,0,0,0
32,4,0,1,1,901,0,1,0,21,0,102,3,-1,0,0,0
40,6,0,1,1,419,0,0,2,12,0,92,1,369,1,1,0
44,1,0,1,0,105,0,1,2,20,7,586,1,-1,0,0,1
54,10,0,1,1,522,1,0,2,14,1,81,3,-1,0,0,0
21,11,2,1,1,2488,1,1,1,12,2,661,2,92,1,3,1
43,7,0,3,1,1429,0,1,2,19,3,1015,1,198,2,2,1
32,3,2,1,1,772,0,1,0,15,0,697,3,-1,0,0,1
36,4,2,1,1,376,1,1,2,13,3,193,1,92,1,3,1
51,7,2,3,1,1202,0,1,2,18,3,99,1,-1,0,0,0
31,6,0,1,1,298,0,0,0,26,0,518,1,-1,0,0,0
40,6,0,0,1,189,0,1,0,27,0,160,2,-1,0,0,0
48,7,2,3,1,0,1,1,0,18,4,96,3,-1,0,0,0
24,3,2,2,1,2022,1,1,2,23,7,159,4,-1,0,0,1
36,1,0,1,1,561,0,1,0,9,4,198,2,-1,0,0,0
27,3,2,1,1,139,1,1,2,25,1,165,3,-1,0,0,0
25,6,0,3,1,906,1,1,2,26,0,253,1,-1,0,0,1
59,7,0,3,1,2239,1,1,2,22,0,431,1,-1,0,0,1
37,6,0,1,1,641,0,1,0,5,4,42,1,-1,0,0,0
31,7,2,3,1,115,1,1,2,17,10,187,1,-1,0,0,1
34,4,0,0,1,1301,1,1,2,2,6,56,1,-1,0,0,0
23,11,2,1,1,486,1,1,2,3,10,87,1,-1,0,0,0
27,5,2,3,1,270,0,1,0,27,0,470,2,-1,0,0,0
44,1,2,1,1,25,0,1,2,12,0,244,3,-1,0,0,0
44,7,1,3,1,2422,0,1,2,16,7,399,2,269,2,1,0
60,10,0,3,1,0,1,1,2,25,5,101,3,-1,0,0,0
41,3,0,1,1,0,0,1,0,5,0,114,2,-1,0,0,0
37,7,0,3,1,332,0,1,2,14,5,190,2,84,7,1,0
36,7,0,3,1,203,1,1,2,25,2,255,1,88,1,3,1
28,7,0,3,1,1240,1,1,2,4,5,849,1,-1,0,0,1
34,6,0,1,1,430,0,1,2,21,1,82,4,-1,0,0,0
54,8,1,1,1,1664,1,1,2,2,4,257,3,-1,0,0,1
49,7,1,3,1,1904,1,0,2,17,3,131,2,-1,0,0,0
59,5,0,3,1,2013,1,1,2,19,6,222,4,94,2,3,1
33,1,0,1,1,0,0,1,0,21,0,521,3,-1,0,0,1
33,5,0,0,1,1862,0,1,0,12,0,65,1,-1,0,0,0
32,1,2,1,1,760,0,1,2,16,7,445,1,148,2,2,0
32,6,2,1,1,184,0,1,0,8,0,230,4,-1,0,0,0
59,2,0,0,1,235,1,1,2,13,5,119,2,-1,0,0,0
32,1,0,0,1,206,0,1,0,20,0,205,2,-1,0,0,0
38,2,2,1,1,465,0,1,2,16,10,180,1,302,3,3,1
37,3,0,1,1,466,0,0,2,25,0,377,1,-1,0,0,1
34,1,0,1,1,1924,0,0,2,1,7,161,2,253,1,1,0
41,5,2,2,1,426,0,1,0,19,4,75,1,-1,0,0,0
31,1,0,1,1,-190,0,0,2,8,0,299,3,-1,0,0,0
29,1,0,0,1,79,0,1,0,27,0,22,2,-1,0,0,0
31,6,0,1,1,212,0,1,2,18,1,191,3,-1,0,0,0
42,7,0,3,1,559,1,1,2,19,5,88,1,-1,0,0,0
44,7,0,3,1,1954,1,1,2,2,4,294,1,-1,0,0,1
43,8,0,3,1,0,1,1,2,18,8,464,1,94,2,3,1
34,7,0,1,1,56,0,1,2,20,3,311,3,183,1,1,0
43,3,0,1,1,774,1,1,2,25,10,101,1,421,1,3,1
33,1,2,1,1,498,1,1,2,12,5,338,2,104,1,3,1
31,4,0,3,1,120,1,1,2,8,5,1000,1,-1,0,0,1
55,7,1,3,1,0,1,1,2,18,5,309,4,-1,0,0,1
30,7,2,3,1,1466,1,1,2,12,5,111,4,-1,0,0,0
29,6,2,1,1,731,1,1,2,14,7,107,3,-1,0,0,1
43,6,2,1,1,386,1,1,2,12,8,242,1,92,4,3,0
26,1,0,0,1,133,1,0,2,25,1,57,3,-1,0,0,0
46,7,0,3,1,716,0,0,2,8,0,557,1,172,1,1,0
